id,year,title,entry,phylum,class,order,genus,match_method,confidence,rationale
1192,2024,4d gaussian splatting for real-time dynamic scene rendering,"Wu, Guanjun, Yi, Taoran, Fang, Jiemin, Xie, Lingxi, Zhang, Xiaopeng, Wei, Wei, Liu, Wenyu, Tian, Qi, and Wang, Xinggang. 2024a. 4d gaussian splatting for real-time dynamic scene rendering. Pages 20310-20320 of: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Map Representations,Neural and Differentiable Maps,Gaussian Maps,3D Gaussian Splatting,codex_context_semantic,0.82,"Title is about Gaussian map representation. Genus label: 3D Gaussian Splatting (codex_context_genus, score=57)."
1193,2007,In Situ Evaluation of Tracking Algorithms Using Time Reversed Chains,"Wu, Hao, Sankaranarayanan, Aswin C., and Chellappa, Rama. 2007. In Situ Evaluation of Tracking Algorithms Using Time Reversed Chains. In: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).","Learning, Semantics & Spatial AI",Learning for Classical SLAM Components,Learned Correspondence,Feature Matching,codex_context_semantic,0.66,"Cited in MASt3R context. Strongest Handbook context: 13.5 MASt3R. Genus label: Feature Matching (codex_context_genus, score=6)."
1194,2015,A square root inverse filter for efficient vision-aided inertial navigation on mobile devices,"Wu, Kejian J, Ahmed, Ahmed M, Georgiou, Georgios A, and Roumeliotis, Stergios I. 2015. A square root inverse filter for efficient vision-aided inertial navigation on mobile devices. In: Robotics: Science and Systems Conference (RSS).",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Inertial Odometry,Visual-Inertial Odometry,codex_context_semantic,0.66,"Cited in inertial odometry further-reading context. Strongest Handbook context: 11.5 Further Readings & Recent Trends  331. Genus label: Visual-Inertial Odometry (codex_context_genus, score=61)."
1195,2021,Faithful Euclidean distance field from log-Gaussian process implicit surfaces,"Wu, Lan, Lee, Ki Myung Brian, Liu, Liyang, and Vidal-Calleja, Teresa. 2021a. Faithful Euclidean distance field from log-Gaussian process implicit surfaces. IEEE Robotics and Automation Letters, 2461-2468.",Map Representations,Dense Geometric Maps,Dense Reconstruction,Real-Time Dense Reconstruction,codex_context_semantic,0.74,"Cited in map construction / dense reconstruction context. Strongest Handbook context: 5.4.5 Gaussian Processes. Genus label: Real-Time Dense Reconstruction (codex_context_genus, score=6)."
1196,2023,"Log-GPIS-MOP: A Unified Representation for Mapping, Odometry, and Planning","Wu, Lan, Lee, Ki Myung Brian, Le Gentil, Cedric, and Vidal-Calleja, Teresa. 2023a. Log-GPIS-MOP: A Unified Representation for Mapping, Odometry, and Planning. IEEE Trans. Robotics, 39(5), 4078-4094.",Map Representations,Dense Geometric Maps,Range-Derived Maps,Point Cloud Maps,codex_context_semantic,0.74,"Cited in map representation context. Strongest Handbook context: 5.3 Map Representations  131. Genus label: Point Cloud Maps (codex_context_genus, score=22)."
1197,2015,A review on algorithms for maximum clique problems,"Wu, Qinghua, and Hao, Jin-Kao. 2015. A review on algorithms for maximum clique problems. European Journal of Operational Research, 242(3), 693-709.",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Inertial Odometry,IMU Preintegration,codex_context_fallback,0.42,"No reliable citation section was recovered; retained parser seed as low-confidence fallback. Genus label: IMU Preintegration (codex_context_genus, score=3)."
1198,2021,SceneGraphFusion: Incremental 3D Scene Graph Prediction from RGB-D Sequences,"Wu, Shun-Cheng, Wald, Johanna, Tateno, Keisuke, Navab, Nassir, and Tombari, Federico. 2021b. SceneGraphFusion: Incremental 3D Scene Graph Prediction from RGB-D Sequences. Pages 7515-7525 of: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Map Representations,Semantic and Structured Maps,Hierarchical Spatial Maps,3D Scene Graphs,codex_context_semantic,0.82,"Title is about hierarchical/scene-graph map representation. Genus label: 3D Scene Graphs (codex_context_genus, score=61)."
1199,2024,EFEAR-4D: Ego-Velocity Filtering for Efficient and Accurate 4D Radar Odometry,"Wu, Xiaoyi, Chen, Yushuai, Li, Zhan, Hong, Ziyang, and Hu, Liang. 2024b. EFEAR-4D: Ego-Velocity Filtering for Efficient and Accurate 4D Radar Odometry. IEEE Robotics and Automation Letters, 9(11), 9828-9835.",Sensor & Odometry Modalities,Radar SLAM,Radar System Families,Radar Odometry,codex_context_semantic,0.82,"Title is a radar odometry/SLAM system. Genus label: Radar Odometry (codex_context_genus, score=42)."
1200,2023,Wheel-SLAM: Simultaneous Localization and Terrain Mapping Using One Wheel-Mounted IMU,"Wu, Yibin, Kuang, Jian, Niu, Xiaoji, Behley, Jens, Klingbeil, Lasse, and Kuhlmann, Heiner. 2023b. Wheel-SLAM: Simultaneous Localization and Terrain Mapping Using One Wheel-Mounted IMU. IEEE Robotics and Automation Letters, 8(1), 280-287.",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Inertial Odometry,Visual-Inertial Odometry,codex_context_semantic,0.66,"Cited in inertial odometry further-reading context. Strongest Handbook context: 11.5 Further Readings & Recent Trends  331. Genus label: Visual-Inertial Odometry (codex_context_genus, score=6)."
1201,2023,Picking Up Speed: Continuous-Time Lidar-Only Odometry using Doppler Velocity Measurements,"Wu, Yuchen, Yoon, David J., Burnett, Keenan, Kammel, Soeren, Chen, Yi, Vhavle, Heethesh, and Barfoot, Timothy D. 2023c. Picking Up Speed: Continuous-Time Lidar-Only Odometry using Doppler Velocity Measurements. In: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Measurement Front-End,Odometry Front-End,Frame-to-Frame Motion Estimation,LiDAR Odometry,codex_context_semantic,0.66,"Cited in LiDAR odometry context. Strongest Handbook context: 8.2 LiDAR Odometry  227. Genus label: LiDAR Odometry (codex_context_genus, score=42)."
1202,2022,Neural fields in visual computing and beyond,"Xie, Yiheng, Takikawa, Towaki, Saito, Shunsuke, Litany, Or, Yan, Shiqin, Khan, Numair, Tombari, Federico, Tompkin, James, Sitzmann, Vincent, and Sridhar, Srinath. 2022. Neural fields in visual computing and beyond. Pages 641-676 of: Computer Graphics Forum, vol. 41. Wiley Online Library.",Map Representations,Neural and Differentiable Maps,Neural Implicit Maps,Neural SDF Maps,codex_context_semantic,0.82,"Title is about neural implicit map representation. Genus label: Neural SDF Maps (codex_context_genus, score=3)."
1203,2014,Decoupled state estimation for humanoids using full-body dynamics,"Xinjilefu, X., Feng, Siyuan, Huang, Weiwei, and Atkeson, Christopher G. 2014a. Decoupled state estimation for humanoids using full-body dynamics. Pages 195-201 of: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Leg Odometry,Legged State Estimation,codex_context_semantic,0.66,"Cited in leg odometry background. Strongest Handbook context: 12.1 Historical Background and Preliminaries  335. Genus label: Legged State Estimation (codex_context_genus, score=25)."
1204,2014,Dynamic state estimation using Quadratic Programming,"Xinjilefu, X., Feng, Siyuan, and Atkeson, Christopher G. 2014b. Dynamic state estimation using Quadratic Programming. Pages 989-994 of: IEEE/RSJ Intl. Conf. on Intelligent Robots and Systems (IROS).",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Leg Odometry,Legged State Estimation,codex_context_semantic,0.66,"Cited in leg odometry background. Strongest Handbook context: 12.1 Historical Background and Preliminaries  335. Genus label: Legged State Estimation (codex_context_genus, score=25)."
1205,2016,A distributed MEMS gyro network for joint velocity estimation,"Xinjilefu, X, Feng, Siyuan, and Atkeson, Christopher G. 2016. A distributed MEMS gyro network for joint velocity estimation. Pages 1879-1884 of: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Leg Odometry,Kinematic Factors,codex_context_semantic,0.66,"Cited in leg odometry background. Strongest Handbook context: 12.1 Historical Background and Preliminaries                                      337. Genus label: Kinematic Factors (codex_context_genus, score=19)."
1206,2019,Mid-fusion: Octree-based objectlevel multi-instance dynamic slam,"Xu, Binbin, Li, Wenbin, Tzoumanikas, Dimos, Bloesch, Michael, Davison, Andrew, and Leutenegger, Stefan. 2019. Mid-fusion: Octree-based objectlevel multi-instance dynamic slam. Pages 5231-5237 of: IEEE Intl. Conf. on Robotics and Automation (ICRA). IEEE.",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Short-Term Dynamic Objects,codex_context_semantic,0.74,"Cited in short-term dynamic SLAM context. Strongest Handbook context: 15.2 Short-term Dynamics and Dynamic SLAM  429. Genus label: Short-Term Dynamic Objects (codex_context_genus, score=44)."
1207,2022,Learning to complete object shapes for object-level mapping in dynamic scenes,"Xu, Binbin, Davison, Andrew J, and Leutenegger, Stefan. 2022a. Learning to complete object shapes for object-level mapping in dynamic scenes. Pages 2257-2264 of: 2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS). IEEE.",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Long-Term Lifelong Changes,codex_context_semantic,0.66,"Cited in dynamic/deformable SLAM further-reading context. Strongest Handbook context: 15.5 Further Readings & Recent Trends. Genus label: Long-Term Lifelong Changes (codex_context_genus, score=41)."
1208,2025,AirSLAM: An Efficient and Illumination-Robust Point-Line Visual SLAM System,"Xu, Kuan, Hao, Yuefan, Yuan, Shenghai, Wang, Chen, and Xie, Lihua. 2025. AirSLAM: An Efficient and Illumination-Robust Point-Line Visual SLAM System. IEEE Trans. Robotics.",Sensor & Odometry Modalities,Visual SLAM,Visual System Families,Direct Visual SLAM,codex_context_fallback,0.42,"No reliable citation section was recovered; retained parser seed as low-confidence fallback. Genus label: Direct Visual SLAM (codex_context_genus, score=22)."
1209,2022,Point-nerf: Point-based neural radiance fields,"Xu, Qiangeng, Xu, Zexiang, Philip, Julien, Bi, Sai, Shu, Zhixin, Sunkavalli, Kalyan, and Neumann, Ulrich. 2022b. Point-nerf: Point-based neural radiance fields. In: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Map Representations,Neural and Differentiable Maps,Neural Implicit Maps,NeRF Maps,codex_context_semantic,0.96,"Cited in NeRF/neural fields context. Strongest Handbook context: 14.2.2 Data Structures in NeRF. Genus label: NeRF Maps (codex_context_genus, score=35)."
1210,2022,Learned Depth Estimation of 3D Imaging Radar for Indoor Mapping,"Xu, R., Dong, W., Sharma, A., and Kaess, M. 2022c (Oct.). Learned Depth Estimation of 3D Imaging Radar for Indoor Mapping. In: Proc. IEEE/RSJ Intl. Conf. on Intelligent Robots and Systems (IROS).",Measurement Front-End,Odometry Front-End,Frame-to-Frame Motion Estimation,Radar Odometry,codex_context_semantic,0.74,"Cited in radar odometry context. Strongest Handbook context: 9.2 Radar Odometry                261. Genus label: Radar Odometry (codex_context_genus, score=42)."
1211,2022,Fastlio2: Fast direct lidar-inertial odometry,"Xu, Wei, Cai, Yixi, He, Dongjiao, Lin, Jiarong, and Zhang, Fu. 2022d. Fastlio2: Fast direct lidar-inertial odometry. IEEE Trans. Robotics, 38(4), 2053-2073.",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Inertial Odometry,Visual-Inertial Odometry,codex_context_semantic,0.9,"Cited in VIO practical context. Strongest Handbook context: 11.4.2 Extrinsic Calibration. Genus label: Visual-Inertial Odometry (codex_context_genus, score=22)."
1212,2023,Ring++: Roto-translation-invariant gram for global localization on a sparse scan map,"Xu, Xuecheng, Lu, Sha, Wu, Jun, Lu, Haojian, Zhu, Qiuguo, Liao, Yiyi, Xiong, Rong, and Wang, Yue. 2023. Ring++: Roto-translation-invariant gram for global localization on a sparse scan map. IEEE Trans. Robotics.",Measurement Front-End,Place Recognition and Loop Closure,Place Recognition,LiDAR Place Recognition,codex_context_semantic,0.9,"Cited in LiDAR place recognition context. Strongest Handbook context: 8.3 LiDAR Place Recognition  237. Genus label: LiDAR Place Recognition (codex_context_genus, score=77)."
1213,2024,Open-fusion: Realtime open-vocabulary 3d mapping and queryable scene representation,"Yamazaki, Kashu, Hanyu, Taisei, Vo, Khoa, Pham, Thang, Tran, Minh, Doretto, Gianfranco, Nguyen, Anh, and Le, Ngan. 2024. Open-fusion: Realtime open-vocabulary 3d mapping and queryable scene representation. Pages 9411-9417 of: IEEE Intl. Conf. on Robotics and Automation (ICRA).","Learning, Semantics & Spatial AI",Foundation and Open-World Spatial AI,Open-World Mapping,Open-Set Object Maps,codex_context_semantic,0.82,"Cited in open-world mapping context. Strongest Handbook context: 17.3 Open-World Mapping  501. Genus label: Open-Set Object Maps (codex_context_genus, score=6)."
1214,2024,Gs-slam: Dense visual slam with 3d gaussian splatting,"Yan, Chi, Qu, Delin, Xu, Dan, Zhao, Bin, Wang, Zhigang, Wang, Dong, and Li, Xuelong. 2024. Gs-slam: Dense visual slam with 3d gaussian splatting. In: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Map Representations,Neural and Differentiable Maps,Gaussian Maps,3D Gaussian Splatting,codex_context_semantic,0.96,"Cited in 3D Gaussian Splatting context. Strongest Handbook context: 14.3.2 Applications of 3D Gaussian Splatting. Genus label: 3D Gaussian Splatting (codex_context_genus, score=93)."
1215,2018,RIDI: Robust IMU double integration,"Yan, Hang, Shan, Qi, and Furukawa, Yasutaka. 2018. RIDI: Robust IMU double integration. Pages 621-636 of: European Conf. on Computer Vision (ECCV).",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Inertial Odometry,Visual-Inertial Odometry,codex_context_semantic,0.66,"Cited in inertial odometry further-reading context. Strongest Handbook context: 11.5 Further Readings & Recent Trends  331. Genus label: Visual-Inertial Odometry (codex_context_genus, score=22)."
1216,2023,iPlanner: Imperative Path Planning,"Yang, Fan, Wang, Chen, Cadena, Cesar, and Hutter, Marco. 2023a. iPlanner: Imperative Path Planning. In: Robotics: Science and Systems (RSS).",Back-End Optimization & Inference,Certifiable and Differentiable Solvers,Differentiable Optimization,Differentiating Through Least Squares,codex_context_semantic,0.66,"Cited in differentiable optimization chapter. Strongest Handbook context: 4.5 Further Readings & Recent Trends. Genus label: Differentiating Through Least Squares (codex_context_genus, score=9)."
1217,2019,A Polynomial-time Solution for Robust Registration with Extreme Outlier Rates,"Yang, H., and Carlone, L. 2019a. A Polynomial-time Solution for Robust Registration with Extreme Outlier Rates. In: Robotics: Science and Systems (RSS).",Back-End Optimization & Inference,Robust Back-End,Outlier-Robust Optimization,Robust Pose Graph Optimization,codex_context_semantic,0.66,"Cited in robustness chapter further-reading context. Strongest Handbook context: 3.4 Further Readings & Recent Trends. Genus label: Robust Pose Graph Optimization (codex_context_genus, score=6)."
1218,2019,A Quaternion-based Certifiably Optimal Solution to the Wahba Problem with Outliers,"Yang, H., and Carlone, L. 2019b. A Quaternion-based Certifiably Optimal Solution to the Wahba Problem with Outliers. In: Intl. Conf. on Computer Vision (ICCV).",Back-End Optimization & Inference,Certifiable and Differentiable Solvers,Certifiably Optimal SLAM,Semidefinite Relaxation,codex_context_semantic,0.96,"Cited in theoretical properties chapter further-reading context. Strongest Handbook context: 6.3 Further Readings & Recent Trends  179. Genus label: Semidefinite Relaxation (codex_context_genus, score=38)."
